1,0,7,年,0,8,月, ,2,8,8,7, ,台,新,金, , , , , , , , , , , ,各,日,成,交,資,訊
日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
107/08/01,"15,505,217","232,843,855",15.00,15.05,15.00,15.05,+0.05,"3,324"
107/08/02,"20,454,387","306,361,672",15.05,15.10,14.90,14.95,-0.10,"3,358"
107/08/03,"12,065,673","180,878,045",14.95,15.05,14.95,15.05,+0.10,"2,546"
107/08/06,"40,859,887","611,317,155",15.05,15.10,14.85,14.90,-0.15,"5,933"
107/08/07,"20,296,137","303,345,468",14.95,15.00,14.90,14.90, 0.00,"3,889"
107/08/08,"24,164,233","361,352,695",14.95,15.00,14.90,15.00,+0.10,"4,524"
107/08/09,"34,636,738","517,620,170",15.00,15.05,14.90,14.90,-0.10,"5,168"
107/08/10,"35,004,230","525,740,019",14.95,15.10,14.90,15.10,+0.20,"4,311"
107/08/13,"28,133,455","422,651,666",15.10,15.15,14.95,15.00,-0.10,"6,187"
107/08/14,"17,944,812","269,616,458",15.00,15.05,15.00,15.05,+0.05,"3,052"
107/08/15,"25,807,734","386,806,591",15.05,15.10,14.95,14.95,-0.10,"4,079"
107/08/16,"29,666,575","441,534,133",14.95,14.95,14.80,14.90,-0.05,"4,644"
107/08/17,"21,720,171","326,487,365",15.00,15.05,14.95,15.00,+0.10,"4,882"
107/08/20,"43,618,922","660,011,800",15.05,15.20,15.00,15.10,+0.10,"7,034"
107/08/21,"68,285,075","1,044,860,403",15.20,15.35,15.15,15.35,+0.25,"9,745"
107/08/22,"82,307,165","1,195,102,201",14.45,14.60,14.40,14.55,X0.00,"18,143"
107/08/23,"47,298,638","680,971,512",14.55,14.60,14.30,14.35,-0.20,"10,721"
107/08/24,"40,724,024","579,895,302",14.35,14.35,14.15,14.25,-0.10,"9,345"
107/08/27,"10,306,977","148,195,197",14.35,14.45,14.30,14.40,+0.15,"2,741"
107/08/28,"13,448,641","194,422,355",14.45,14.50,14.40,14.45,+0.05,"2,979"
107/08/29,"14,354,784","207,171,613",14.45,14.50,14.35,14.50,+0.05,"3,848"
107/08/30,"13,124,588","188,899,411",14.50,14.50,14.35,14.35,-0.15,"3,271"
107/08/31,"19,658,083","283,969,079",14.40,14.50,14.35,14.45,+0.10,"2,643"
