1,0,7,年,1,0,月, ,2,8,8,7, ,台,新,金, , , , , , , , , , , ,各,日,成,交,資,訊
日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
107/10/01,"13,284,942","197,022,371",14.75,14.90,14.75,14.85,+0.10,"4,036"
107/10/02,"15,349,712","226,676,256",14.85,14.85,14.70,14.75,-0.10,"4,923"
107/10/03,"6,242,019","91,712,742",14.70,14.75,14.65,14.70,-0.05,"1,747"
107/10/04,"17,293,978","251,848,871",14.65,14.70,14.50,14.60,-0.10,"5,141"
107/10/05,"21,804,492","315,685,036",14.50,14.60,14.40,14.45,-0.15,"5,141"
107/10/08,"11,794,240","170,146,362",14.40,14.50,14.40,14.40,-0.05,"3,343"
107/10/09,"13,222,997","190,401,402",14.40,14.45,14.35,14.40, 0.00,"3,560"
107/10/11,"57,371,610","801,915,220",14.10,14.15,13.90,13.90,-0.50,"18,358"
107/10/12,"32,959,931","457,626,766",13.75,14.15,13.60,14.15,+0.25,"8,501"
107/10/15,"20,469,615","285,946,277",14.05,14.10,13.90,13.95,-0.20,"7,006"
107/10/16,"14,626,907","204,836,193",14.00,14.05,13.95,14.00,+0.05,"5,379"
107/10/17,"17,620,846","246,293,644",14.10,14.10,13.90,13.95,-0.05,"4,871"
107/10/18,"6,635,729","92,384,656",14.00,14.00,13.90,13.90,-0.05,"2,275"
107/10/19,"21,298,454","293,243,438",13.85,13.85,13.70,13.75,-0.15,"4,191"
107/10/22,"10,631,374","146,718,276",13.75,13.90,13.70,13.90,+0.15,"2,194"
107/10/23,"11,435,693","157,298,381",13.80,13.85,13.70,13.70,-0.20,"3,688"
107/10/24,"17,016,534","232,301,609",13.70,13.80,13.55,13.65,-0.05,"5,413"
107/10/25,"22,750,815","304,935,844",13.40,13.45,13.30,13.40,-0.25,"5,554"
107/10/26,"17,416,212","233,021,590",13.45,13.50,13.30,13.40, 0.00,"4,513"
107/10/29,"9,964,548","132,808,948",13.40,13.40,13.30,13.35,-0.05,"2,942"
107/10/30,"7,378,659","99,242,210",13.35,13.50,13.35,13.50,+0.15,"1,982"
107/10/31,"24,019,848","329,859,248",13.55,13.85,13.55,13.75,+0.25,"5,056"
