1,0,6,年,0,2,月, ,2,8,8,7, ,台,新,金, , , , , , , , , , , ,各,日,成,交,資,訊
日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
106/02/02,"16,358,020","193,386,926",11.85,11.90,11.75,11.80, 0.00,"3,914"
106/02/03,"21,892,248","259,399,804",11.80,11.90,11.80,11.85,+0.05,"2,297"
106/02/06,"19,737,751","235,149,198",11.90,11.95,11.85,11.90,+0.05,"3,883"
106/02/07,"38,527,159","463,093,858",11.95,12.15,11.90,12.10,+0.20,"5,324"
106/02/08,"19,572,835","235,874,520",12.15,12.15,12.00,12.05,-0.05,"3,527"
106/02/09,"15,995,560","192,137,870",12.05,12.05,11.95,12.00,-0.05,"2,966"
106/02/10,"24,540,924","297,072,503",12.00,12.20,12.00,12.15,+0.15,"3,427"
106/02/13,"20,393,355","246,896,234",12.15,12.15,12.05,12.10,-0.05,"2,590"
106/02/14,"18,395,993","222,159,543",12.10,12.15,12.05,12.10, 0.00,"3,299"
106/02/15,"20,573,386","249,328,076",12.10,12.15,12.05,12.15,+0.05,"4,059"
106/02/16,"28,949,821","354,328,465",12.15,12.30,12.15,12.30,+0.15,"5,421"
106/02/17,"16,333,085","199,014,642",12.25,12.30,12.15,12.15,-0.15,"4,333"
106/02/18,"8,432,390","102,504,482",12.15,12.20,12.15,12.15, 0.00,"2,178"
106/02/20,"15,142,025","183,809,539",12.15,12.20,12.10,12.10,-0.05,"1,934"
106/02/21,"11,985,051","145,635,228",12.10,12.20,12.10,12.20,+0.10,"1,791"
106/02/22,"11,732,025","142,978,137",12.20,12.25,12.15,12.20, 0.00,"2,300"
106/02/23,"14,586,264","177,522,294",12.20,12.25,12.10,12.15,-0.05,"1,673"
106/02/24,"11,277,966","137,117,589",12.15,12.20,12.10,12.15, 0.00,"1,756"
