1,0,7,年,0,9,月, ,2,8,8,7, ,台,新,金, , , , , , , , , , , ,各,日,成,交,資,訊
日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
107/09/03,"8,809,832","127,127,310",14.45,14.50,14.40,14.45, 0.00,"2,323"
107/09/04,"10,512,733","151,418,077",14.45,14.45,14.35,14.40,-0.05,"2,334"
107/09/05,"16,979,764","243,437,461",14.40,14.45,14.30,14.30,-0.10,"4,501"
107/09/06,"13,508,651","192,947,282",14.25,14.40,14.20,14.25,-0.05,"3,343"
107/09/07,"29,638,977","420,678,482",14.25,14.30,14.10,14.15,-0.10,"6,408"
107/09/10,"22,023,260","310,245,179",14.20,14.25,14.00,14.10,-0.05,"5,524"
107/09/11,"21,385,167","299,933,838",14.10,14.10,13.95,14.10, 0.00,"4,653"
107/09/12,"10,436,040","147,709,163",14.10,14.25,14.10,14.15,+0.05,"2,768"
107/09/13,"8,108,684","116,073,480",14.20,14.35,14.20,14.35,+0.20,"2,338"
107/09/14,"13,753,603","198,294,714",14.40,14.45,14.35,14.35, 0.00,"4,589"
107/09/17,"6,834,181","98,213,935",14.40,14.40,14.35,14.40,+0.05,"2,394"
107/09/18,"10,402,553","149,848,128",14.40,14.45,14.30,14.45,+0.05,"2,906"
107/09/19,"16,031,246","232,415,525",14.50,14.55,14.40,14.55,+0.10,"4,487"
107/09/20,"19,079,224","278,086,330",14.60,14.60,14.50,14.60,+0.05,"5,059"
107/09/21,"32,321,438","473,432,142",14.60,14.70,14.55,14.70,+0.10,"6,793"
107/09/25,"13,571,753","199,377,314",14.75,14.75,14.65,14.70, 0.00,"3,247"
107/09/26,"8,992,995","131,654,144",14.70,14.70,14.60,14.65,-0.05,"2,064"
107/09/27,"21,783,297","319,544,230",14.65,14.75,14.55,14.75,+0.10,"4,546"
107/09/28,"14,772,611","217,616,197",14.75,14.75,14.65,14.75, 0.00,"3,310"
